fitxer,full,fila,resultat,motiu,dades
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,69,EXCLOSA,subproducte BRISA,"{""KG"": ""15100"", ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": null, ""TOTAL"": ""[object Object]"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""24000000035"", ""PRODUCTE"": ""BRISA"", ""DATA GUIA"": ""2024-09-25T00:00:00.000Z"", ""GRAU EMCS"": ""3"", ""GRAU REAL"": null, ""Nº FACT."": ""224/23"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,70,EXCLOSA,subproducte BRISA,"{""KG"": ""10280"", ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": null, ""TOTAL"": ""[object Object]"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""24000000036"", ""PRODUCTE"": ""BRISA"", ""DATA GUIA"": ""2024-09-25T00:00:00.000Z"", ""GRAU EMCS"": ""3"", ""GRAU REAL"": null, ""Nº FACT."": ""224/23"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,71,EXCLOSA,subproducte BRISA,"{""KG"": ""12680"", ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": null, ""TOTAL"": ""[object Object]"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""24000000037"", ""PRODUCTE"": ""BRISA"", ""DATA GUIA"": ""2024-10-08T00:00:00.000Z"", ""GRAU EMCS"": ""3"", ""GRAU REAL"": null, ""Nº FACT."": ""224/31"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,72,EXCLOSA,subproducte BRISA,"{""KG"": ""17400"", ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": null, ""TOTAL"": ""[object Object]"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""24000000038"", ""PRODUCTE"": ""BRISA"", ""DATA GUIA"": ""2024-10-08T00:00:00.000Z"", ""GRAU EMCS"": ""3"", ""GRAU REAL"": null, ""Nº FACT."": ""224/31"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,73,EXCLOSA,subproducte BRISA,"{""KG"": ""11520"", ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": null, ""TOTAL"": ""197.57"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""24000000040"", ""PRODUCTE"": ""BRISA"", ""DATA GUIA"": ""2024-10-31T00:00:00.000Z"", ""GRAU EMCS"": ""3"", ""GRAU REAL"": null, ""Nº FACT."": ""224/40"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,74,EXCLOSA,subproducte MARES,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": ""B"", ""TOTAL"": ""408"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": ""17120"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""25000000004"", ""PRODUCTE"": ""MARES"", ""DATA GUIA"": ""2025-01-15T00:00:00.000Z"", ""GRAU EMCS"": ""6"", ""GRAU REAL"": null, ""Nº FACT."": ""224/108"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,75,EXCLOSA,subproducte MARES,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": ""B"", ""TOTAL"": ""402.8"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": ""16898"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""25000000002"", ""PRODUCTE"": ""MARES"", ""DATA GUIA"": ""2025-01-15T00:00:00.000Z"", ""GRAU EMCS"": ""6"", ""GRAU REAL"": null, ""Nº FACT."": ""224/108"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,76,EXCLOSA,subproducte MARES,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": ""B"", ""TOTAL"": ""398.8"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": ""16737"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""25000000003"", ""PRODUCTE"": ""MARES"", ""DATA GUIA"": ""2025-01-15T00:00:00.000Z"", ""GRAU EMCS"": ""6"", ""GRAU REAL"": null, ""Nº FACT."": ""224/108"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,77,EXCLOSA,subproducte MARES,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": ""B"", ""TOTAL"": ""394"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": ""16536"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""25000000001"", ""PRODUCTE"": ""MARES"", ""DATA GUIA"": ""2025-01-15T00:00:00.000Z"", ""GRAU EMCS"": ""6"", ""GRAU REAL"": null, ""Nº FACT."": ""224/108"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,78,EXCLOSA,subproducte MARES,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": ""B"", ""TOTAL"": ""392.8"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": ""16475"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""25000000005"", ""PRODUCTE"": ""MARES"", ""DATA GUIA"": ""2025-01-15T00:00:00.000Z"", ""GRAU EMCS"": ""6"", ""GRAU REAL"": null, ""Nº FACT."": ""224/108"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,79,EXCLOSA,subproducte MARES,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": null, ""B / N"": ""B"", ""TOTAL"": ""103.2"", ""CLIENT"": ""CADES PENEDÈS SA"", ""LITRES"": ""3746"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": ""DAV"", ""Nº GUIA"": ""25000000006"", ""PRODUCTE"": ""MARES"", ""DATA GUIA"": ""2025-05-31T00:00:00.000Z"", ""GRAU EMCS"": ""6.9"", ""GRAU REAL"": null, ""Nº FACT."": ""224/109"", ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,317,REBUTJADA,fila sense client o producte,"{""KG"": null, ""ECO"": null, ""VTO"": null, ""PREU"": ""0.9186807604"", ""B / N"": null, ""TOTAL"": ""3735585.642"", ""CLIENT"": null, ""LITRES"": ""4066250"", ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""VI VELL"": null, ""COMPROB."": null, ""DOCUMENT"": null, ""Nº GUIA"": null, ""PRODUCTE"": null, ""DATA GUIA"": null, ""GRAU EMCS"": null, ""GRAU REAL"": null, ""Nº FACT."": null, ""VI TÈRBOL"": null, ""IMPORT 2024"": null, ""IMPORT VELL"": null, ""COLLITA 2024"": null}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,2,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""1080"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-10-01T00:00:00.000Z"", ""25000000015"": ""25000000186"", ""CAVAS SANT MARTIN SA"": ""AARSTIDERNE A/S - ENGROS"", ""MOST BLANC MACABEU TAULA. 2025"": ""BIB NEGRE TAULA ECOLÒGIC""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,3,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""1080"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-10-23T00:00:00.000Z"", ""25000000015"": ""25000000201"", ""CAVAS SANT MARTIN SA"": ""AARSTIDERNE A/S - ENGROS"", ""MOST BLANC MACABEU TAULA. 2025"": ""BIB BLANC TAULA ECOLÒGIG""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,4,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""1080"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-05-26T00:00:00.000Z"", ""25000000015"": ""26000000125"", ""CAVAS SANT MARTIN SA"": ""AARSTIDERNE A/S - ENGROS"", ""MOST BLANC MACABEU TAULA. 2025"": ""BIB NEGRE TAULA ECOLÒGIC""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,5,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""3500"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-03-16T00:00:00.000Z"", ""25000000015"": ""26000000080"", ""CAVAS SANT MARTIN SA"": ""BODEGAS CARBÓ MAS SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,6,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""2730"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-04-20T00:00:00.000Z"", ""25000000015"": ""26000000112"", ""CAVAS SANT MARTIN SA"": ""CADES PENEDÈS SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC TAULA ECOLÒGIC""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,7,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""10269"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-04-20T00:00:00.000Z"", ""25000000015"": ""26000000112"", ""CAVAS SANT MARTIN SA"": ""CADES PENEDÈS SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC TAULA ECOLÒGIC""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,8,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""23609"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-08-22T00:00:00.000Z"", ""25000000015"": ""25000000017"", ""CAVAS SANT MARTIN SA"": ""CAVAS SANT MARTIN SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""MOST BLANC MACABEU TAULA. 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,9,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""23918"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-09-05T00:00:00.000Z"", ""25000000015"": ""25000000038"", ""CAVAS SANT MARTIN SA"": ""CAVES BERNARD MASSARD SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""MOST BLANC XAREL·LO TAULA. 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,10,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""23194"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-09-05T00:00:00.000Z"", ""25000000015"": ""25000000039"", ""CAVAS SANT MARTIN SA"": ""CAVES BERNARD MASSARD SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""MOST BLANC XAREL·LO TAULA. 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,11,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""23677"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-09-05T00:00:00.000Z"", ""25000000015"": ""25000000040"", ""CAVAS SANT MARTIN SA"": ""CAVES BERNARD MASSARD SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""MOST BLANC XAREL·LO TAULA. 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,12,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""23027"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-09-06T00:00:00.000Z"", ""25000000015"": ""25000000041"", ""CAVAS SANT MARTIN SA"": ""CAVES BERNARD MASSARD SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""MOST BLANC XAREL·LO TAULA. 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,13,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""5156"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-02-26T00:00:00.000Z"", ""25000000015"": ""26000000067"", ""CAVAS SANT MARTIN SA"": ""CELLER ENTREVINYES SL"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,14,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""6263"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-12-01T00:00:00.000Z"", ""25000000015"": ""25000000086"", ""CAVAS SANT MARTIN SA"": ""DERIVADOS VITIVINICOLES GARRIDO SLU"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,15,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""1289"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-03-03T00:00:00.000Z"", ""25000000015"": ""26000000072"", ""CAVAS SANT MARTIN SA"": ""FINCA AGRICOLA PARERA SL"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,16,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""1289"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-03-03T00:00:00.000Z"", ""25000000015"": ""26000000072"", ""CAVAS SANT MARTIN SA"": ""FINCA AGRICOLA PARERA SL"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,17,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""705"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-03-13T00:00:00.000Z"", ""25000000015"": ""26000000078"", ""CAVAS SANT MARTIN SA"": ""FINCA AGRICOLA PARERA SL"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,18,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""141"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-04-23T00:00:00.000Z"", ""25000000015"": ""26000000115"", ""CAVAS SANT MARTIN SA"": ""FINCA AGRICOLA PARERA SL"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,19,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""4753"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2025-10-20T00:00:00.000Z"", ""25000000015"": ""25000000079"", ""CAVAS SANT MARTIN SA"": ""SCS. DE F. MASENS SA"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI ROSAT MERTLOT TAULA""}"
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,20,REBUTJADA,fila sense client o producte,"{""col_6"": null, ""col_7"": null, ""col_8"": null, ""col_9"": null, ""23.590"": ""400"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""22/8/2025"": ""2026-03-13T00:00:00.000Z"", ""25000000015"": ""26000000001"", ""CAVAS SANT MARTIN SA"": ""UNIDAD TÉCNICA DE INNOVACIÓN Y DESARROLLO"", ""MOST BLANC MACABEU TAULA. 2025"": ""VI BLANC TAULA. COLLITA 2025""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,12,EXCLOSA,producte no catalogat: VI ROSAT CUPATGE ECOLÒGIC BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""BODEGAS PINORD SA"", ""LITRES"": ""25337"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000028"", ""PRODUCTE"": ""VI ROSAT CUPATGE ECOLÒGIC BASE CAVA (G-CB)"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-02-16T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,19,EXCLOSA,producte no catalogat: VI ROSAT CUPATGE ECOLÒGI BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""BODEGAS PINORD SA"", ""LITRES"": ""25881"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000120"", ""PRODUCTE"": ""VI ROSAT CUPATGE ECOLÒGI BASE CAVA (G-CB)"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-04-28T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,47,EXCLOSA,producte no catalogat: VI BLANC PARELLADA ECOLÒGIC B. CAVA (GS-CB-AF). COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""CELLER COOP. I SC LA GRANADA, SCCL"", ""LITRES"": ""15388"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""25000000248"", ""PRODUCTE"": ""VI BLANC PARELLADA ECOLÒGIC B. CAVA (GS-CB-AF). COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-12-22T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
